Date,Luminor 50-56,LHV Julge
2025-09-19,0.003369086908690866,0.0033929712734150907
2025-09-26,0.001245927374893263,0.007451265389876838
2025-10-03,0.0131095113953823,0.013973343291055373
2025-10-10,0.005521095621199956,-0.008411590418319626
2025-10-17,-0.00928363332091442,0.005659517358385324
2025-10-24,0.01617666097442183,0.013118634251973571
2025-10-31,0.011484350827807521,-0.003632778682175375
2025-11-07,-0.01300337079999514,-0.008967472644427432
2025-11-14,0.002181601623743701,0.005336040506924045
2025-11-21,-0.016984301193934015,-0.01489666222965913
2025-11-28,0.02353870068346131,0.02166205666699139
2025-12-05,0.002470891690572019,0.004593793403677493
2025-12-12,-0.004965673131259618,0.0033387948147567403
2025-12-19,-0.004972328959133798,0.0016371055316066752
2025-12-26,0.007298427984188782,0.00580263644203538
2026-01-02,0.004285843455197558,-0.002421169102126086
2026-01-09,0.015161518792840445,0.022739737240617286
2026-01-16,0.008638223399475065,0.014526624140608124
2026-01-23,-0.010516257994173217,0.008697675886334633
2026-01-30,-0.0026066505133325313,-0.004657419609652602
2026-02-06,-0.004769569788368844,0.008855537657643353
2026-02-13,0.007830217956981578,0.007480995700666737
2026-02-20,0.010925693441030893,0.011074389748941815
2026-02-27,0.00565276223837663,0.005860763849065309
2026-03-06,-0.017148382436887655,-0.029364925523464147
2026-03-13,-0.008243744592079882,-0.002220246929050096
2026-03-20,-0.014060940702628755,-0.022357835249793845
2026-03-27,-0.010637008303533535,0.004624407397446184
2026-04-03,0.01172542653229991,0.017709228218088846
2026-04-10,0.026624442170403828,0.017895774194435
2026-04-17,0.02187606903141326,0.007367263890763809
